Trabalho, Avaliador 1, Avaliador 2, Avaliador 3, Avaliador 4, Similaridade 1, Similaridade 2, Similaridade 3, Similaridade 4
208,hugo lemes carlo,robinsom viegas montenegro,robinsom viegas montenegro,ana karina maciel de andrade,0.32,0.26,0.26,0.32
209,vicente carlos de oliveira costa,damiao pergentino de sousa,marcelo sobral da silva,josean fechine tavares,0.35,0.45,0.47,0.49
210,marcelo sobral da silva,josean fechine tavares,maria de fatima vanderlei de souza,leonia maria batista,0.3,0.14,0.52,0.24
211,vicente carlos de oliveira costa,josean fechine tavares,ionaldo jose lima diniz basilio,celidarque da silva dias,0.31,0.39,0.47,0.42
212,marcelo sobral da silva,damiao pergentino de sousa,jose maria barbosa filho,kristerson reinaldo de luna freire,0.37,0.29,0.52,0.38
213,maria de fatima vanderlei de souza,leonia maria batista,ionaldo jose lima diniz basilio,celidarque da silva dias,0.2,0.04,0.35,0.43
214,vicente carlos de oliveira costa,josean fechine tavares,josean fechine tavares,damiao pergentino de sousa,0.32,0.55,0.55,0.67
215,ionaldo jose lima diniz basilio,leonia maria batista,barbara viviana de oliveira santos,damiao pergentino de sousa,0.49,0.17,0.55,0.76
216,ionaldo jose lima diniz basilio,damiao pergentino de sousa,josean fechine tavares,damiao pergentino de sousa,0.33,0.61,0.58,0.61
217,marcelo sobral da silva,kristerson reinaldo de luna freire,barbara viviana de oliveira santos,josean fechine tavares,0.41,0.21,0.67,0.76
218,caliandra maria bezerra luna lima,ionaldo jose lima diniz basilio,vicente carlos de oliveira costa,barbara viviana de oliveira santos,0.3,0.38,0.55,0.54
219,maria julia guimaraes oliveira soares,maria bernadete de sousa costa,maria julia guimaraes oliveira soares,francileide de araujo rodrigues,0.47,0.21,0.47,0.31
220,iolanda beserra da costa santos,maria bernadete de sousa costa,iolanda beserra da costa santos,francileide de araujo rodrigues,0.47,0.03,0.47,0.48
221,iolanda beserra da costa santos,maria eliane moreira freire,solange fatima geraldo da costa,maria eliane moreira freire,0.25,0.37,0.34,0.37
222,iolanda beserra da costa santos,maria emilia limeira lopes,maria eliane moreira freire,francileide de araujo rodrigues,0.27,0.12,0.39,0.46
223,neusa collet,patricia serpa de souza batista,neusa collet,maria bernadete de sousa costa,0.37,0.46,0.37,0.49
224,maria julia guimaraes oliveira soares,jordana de almeida nogueira,jordana de almeida nogueira,lenilde duarte de sa,0.43,0.4,0.4,0.52
225,maria julia guimaraes oliveira soares,jordana de almeida nogueira,jordana de almeida nogueira,katia neyla de freitas macedo,0.43,0.43,0.43,0.56
226,maria julia guimaraes oliveira soares,greicy kelly gouveia dias bittencourt,greicy kelly gouveia dias bittencourt,maria bernadete de sousa costa,0.49,0.41,0.41,0.46
227,greicy kelly gouveia dias bittencourt,jordana de almeida nogueira,greicy kelly gouveia dias bittencourt,jordana de almeida nogueira,0.43,0.49,0.43,0.49
228,simone helena dos santos oliveira,maria djair dias,simone helena dos santos oliveira,katia neyla de freitas macedo,0.52,0.33,0.52,0.54
229,maria adelaide silva paredes moreira,maria djair dias,maria adelaide silva paredes moreira,simone helena dos santos oliveira,0.63,0.37,0.63,0.62
230,eduardo sergio soares sousa,haroldo de lucena bezerra,claudio sergio medeiros paiva,haroldo de lucena bezerra,0.32,0.37,0.38,0.37
231,solange fatima geraldo da costa,francileide de araujo rodrigues,maria julia guimaraes oliveira soares,maria emilia limeira lopes,0.13,0.08,0.62,0.37
232,maria djair dias,maria das gracas melo fernandes,maria adelaide silva paredes moreira,katia neyla de freitas macedo,0.35,0.38,0.52,0.56
233,maria das gracas melo fernandes,katia neyla de freitas macedo,maria das gracas melo fernandes,lenilde duarte de sa,0.49,0.42,0.49,0.47
234,jordana de almeida nogueira,valeria peixoto bezerra,simone helena dos santos oliveira,lenilde duarte de sa,0.46,0.32,0.49,0.49
235,patricia serpa de souza batista,valeria peixoto bezerra,maria djair dias,patricia serpa de souza batista,0.4,0.28,0.49,0.4
236,marta miriam lopes costa cunha,lenilma bento de araujo meneses,maria djair dias,marta miriam lopes costa cunha,0.49,0.17,0.47,0.49
237,maria djair dias,maria de lourdes de farias pontes,patricia serpa de souza batista,katia neyla de freitas macedo,0.34,0.36,0.41,0.44
238,marta miriam lopes costa cunha,lenilde duarte de sa,maria djair dias,maria de lourdes de farias pontes,0.29,0.41,0.45,0.46
239,marta miriam lopes costa cunha,maria das gracas melo fernandes,maria adelaide silva paredes moreira,patricia serpa de souza batista,0.35,0.45,0.54,0.51
240,flavia emilia leite de lima ferreira,maria lucia da conceicao,evandro leite de souza,maria lucia da conceicao,0.38,0.26,0.49,0.26
241,robson cavalcante veras,selma dos passos braga,robson cavalcante veras,selma dos passos braga,0.33,0.4,0.33,0.4
242,robson cavalcante veras,selma dos passos braga,robson cavalcante veras,selma dos passos braga,0.19,0.46,0.19,0.46
243,maria jose de carvalho costa,maria da conceicao rodrigues goncalves,rodrigo pinheiro de toledo vianna,maria jose de carvalho costa,0.3,0.21,0.4,0.3
244,maria jose de carvalho costa,maria da conceicao rodrigues goncalves,flavia emilia leite de lima ferreira,maria jose de carvalho costa,0.39,0.31,0.4,0.39
245,rodrigo pinheiro de toledo vianna,maria da conceicao rodrigues goncalves,rodrigo pinheiro de toledo vianna,maria da conceicao rodrigues goncalves,0.39,0.56,0.39,0.56
246,rodrigo pinheiro de toledo vianna,maria jose de carvalho costa,rodrigo pinheiro de toledo vianna,maria jose de carvalho costa,0.31,0.56,0.31,0.56
247,jana luiza toscano mendes de oliveira,joria viana guerreiro,katia suely queiroz silva ribeiro,joria viana guerreiro,0.12,0.27,0.5,0.27
248,solange fatima geraldo da costa,maria bernadete de sousa costa,maria julia guimaraes oliveira soares,maria bernadete de sousa costa,0.12,0.37,0.5,0.37
249,joao euclides fernandes braga,jose da paz oliveira alvarenga,katia suely queiroz silva ribeiro,claudia helena soares de morais freitas,0.25,0.35,0.58,0.36
250,claudia helena soares de morais freitas,ricardo de sousa soares,claudia helena soares de morais freitas,jose da paz oliveira alvarenga,0.45,0.27,0.45,0.51
251,ana maria gondim valenca,ricardo de sousa soares,jaqueline brito vidal batista,ricardo de sousa soares,0.36,0.44,0.33,0.44
252,katia suely queiroz silva ribeiro,joao euclides fernandes braga,joao euclides fernandes braga,jana luiza toscano mendes de oliveira,0.33,0.36,0.36,0.49
253,katia suely queiroz silva ribeiro,jaqueline brito vidal batista,jaqueline brito vidal batista,jana luiza toscano mendes de oliveira,0.26,0.4,0.4,0.31
254,claudia helena soares de morais freitas,ricardo de sousa soares,jaqueline brito vidal batista,joao euclides fernandes braga,0.29,0.32,0.49,0.31
255,valeria peixoto borges,guttemberg da silva silvino,valeria peixoto borges,guttemberg da silva silvino,0.13,0.06,0.13,0.06
256,demetrius antonio machado de araujo,marcia helena pontieri,roberto sassi,flavia de oliveira paulino,0.24,0.43,0.42,0.34
257,patricia mirella da silva scardua,alda lucia de lima amancio,ierece maria de lucena rosa,alda lucia de lima amancio,0.16,0.22,0.18,0.22
258,graciele da silva campelo borges,neiva maria de almeida,haissa roberta cardarelli,noadia priscila araujo rodrigues,0.17,0.2,0.38,0.28
259,joao paulo de sousa prado,noadia priscila araujo rodrigues,joao paulo de sousa prado,solange de sousa,0.33,0.28,0.33,0.44
260,marciane magnani,neiva maria de almeida,graciele da silva campelo borges,ingrid conceicao dantas guerra,0.37,0.25,0.48,0.57
261,joao andrade da silva,solange de sousa,joao paulo de sousa prado,ingrid conceicao dantas guerra,0.03,0.17,0.37,0.41
262,haissa roberta cardarelli,noadia priscila araujo rodrigues,marta suely madruga,ingrid conceicao dantas guerra,0.05,0.0,0.4,0.44
263,carolina lima cavalcanti de albuquerque,ricardo targino moreira,antonio gouveia de souza,carolina lima cavalcanti de albuquerque,0.37,0.32,0.43,0.37
264,ricardo targino moreira,priscilla diniz lima da silva bernardino,antonio gouveia de souza,laesio pereira martins,0.28,0.16,0.33,0.27
265,ismael ivan rockenbach,ricardo targino moreira,ricardo targino moreira,laesio pereira martins,0.37,0.55,0.55,0.41
266,carolina lima cavalcanti de albuquerque,marcia roseane targino de oliveira,carolina lima cavalcanti de albuquerque,laesio pereira martins,0.55,0.32,0.55,0.46
267,ismael ivan rockenbach,carlos roberto marinho da silva filho,ismael ivan rockenbach,carlos roberto marinho da silva filho,0.28,0.3,0.28,0.3
268,graciele da silva campelo borges,elisandra costa almeida,antonio gouveia de souza,ismael ivan rockenbach,0.39,0.24,0.63,0.51
269,enoque feitosa sobreira filho,giscard farias agra,enoque feitosa sobreira filho,roberto cordoville efrem de lima filho,0.44,0.19,0.44,0.26
270,narbal de marsillac fontes,giscard farias agra,adriana dias vieira,roberto cordoville efrem de lima filho,0.34,0.09,0.44,0.4
271,adriana dias vieira,eduardo ramalho rabenhorst,enoque feitosa sobreira filho,roberto cordoville efrem de lima filho,0.2,0.23,0.34,0.31
272,belinda pereira da cunha,eduardo fernandes de araujo,marcilio toscano franca filho,eduardo ramalho rabenhorst,-0.02,0.03,0.11,0.57
273,eduardo ramalho rabenhorst,eduardo fernandes de araujo,sven peterke,belinda pereira da cunha,0.08,-0.08,0.11,0.32
274,maria creusa de araujo borges,flavianne fernanda bitencourt nobrega,belinda pereira da cunha,maria creusa de araujo borges,0.42,0.24,0.55,0.42
275,marcilio toscano franca filho,eduardo fernandes de araujo,marcilio toscano franca filho,eduardo fernandes de araujo,0.32,0.26,0.32,0.26
276,jose ernesto pimentel filho,robson antao de medeiros,jose ernesto pimentel filho,marlene helena de oliveira franca,0.39,0.36,0.39,0.35
277,belinda pereira da cunha,flavianne fernanda bitencourt nobrega,adriano marteleto godinho,gustavo rabay guerra,0.48,0.18,0.42,0.55
278,jose ernesto pimentel filho,robson antao de medeiros,robson antao de medeiros,marlene helena de oliveira franca,0.3,0.4,0.4,0.45
279,gustavo rabay guerra,robson antao de medeiros,maria luiza pereira de alencar mayer feitosa,robson antao de medeiros,0.3,0.44,0.39,0.44
280,maria luiza pereira de alencar mayer feitosa,hugo belarmino de morais,jose ernesto pimentel filho,hugo belarmino de morais,0.36,0.3,0.44,0.3
281,maria luiza pereira de alencar mayer feitosa,jose ernesto pimentel filho,maria luiza pereira de alencar mayer feitosa,robson antao de medeiros,0.46,0.37,0.46,0.39
282,nelsio rodrigues de abreu,fabio walter,nelsio rodrigues de abreu,raissa dalia paulino,0.46,0.26,0.46,0.29
283,nelsio rodrigues de abreu,fabio walter,kellen da silva coelho,nelsio rodrigues de abreu,0.32,0.17,0.24,0.32
284,renata francisco baldanza,raissa dalia paulino,kellen da silva coelho,renata francisco baldanza,0.32,0.21,0.46,0.32
285,orleans silva martins,jose mancinelli ledo do nascimento,orleans silva martins,jose mancinelli ledo do nascimento,0.47,0.23,0.47,0.23
286,james batista vieira,aldo leonardo cunha callado,james batista vieira,aldo leonardo cunha callado,0.39,0.25,0.39,0.25
287,kellen da silva coelho,maria angeluce soares peronico barbotin,james batista vieira,maria angeluce soares peronico barbotin,0.24,0.25,0.35,0.25
288,orleans silva martins,edilson paulo,jose jassuipe da silva morais,edilson paulo,0.28,0.31,0.41,0.31
289,edilson paulo,vera lucia cruz,wenner glaucio lopes lucena,rommel de santana freire,0.28,0.17,0.41,0.32
290,jose jassuipe da silva morais,rommel de santana freire,edilson paulo,rommel de santana freire,0.19,0.4,0.36,0.4
291,wenner glaucio lopes lucena,jose jassuipe da silva morais,orleans silva martins,rommel de santana freire,0.31,0.28,0.36,0.32
292,adriano nascimento da paixao,ignacio tavares de araujo junior,adriano nascimento da paixao,ignacio tavares de araujo junior,0.32,0.31,0.32,0.31
293,sinezio fernandes maia,edilean kleber da silva bejarano aragon,sinezio fernandes maia,ignacio tavares de araujo junior,0.23,0.09,0.23,0.29
294,paulo aguiar do monte,adriano nascimento da paixao,marcia batista da fonseca,0.17,0.39,0.5
295,edilean kleber da silva bejarano aragon,magno vamberto batista da silva,adriano nascimento da paixao,edilean kleber da silva bejarano aragon,0.28,0.03,0.4,0.28
296,sinezio fernandes maia,adriano firmino valdevino de araujo,marcia batista da fonseca,magno vamberto batista da silva,0.35,0.37,0.41,0.24
297,sinezio fernandes maia,adriano nascimento da paixao,sinezio fernandes maia,adriano nascimento da paixao,0.31,0.29,0.31,0.29
298,sinezio fernandes maia,marcia batista da fonseca,sinezio fernandes maia,paulo aguiar do monte,0.36,0.17,0.36,0.24
299,marcia batista da fonseca,adriano firmino valdevino de araujo,adriano firmino valdevino de araujo,ana candida ferreira vieira,0.22,0.12,0.12,0.18
300,ivan targino moreira,adriano firmino valdevino de araujo,adriano firmino valdevino de araujo,ana candida ferreira vieira,0.18,0.32,0.32,0.18
301,marcia batista da fonseca,ivan targino moreira,adriano firmino valdevino de araujo,ana candida ferreira vieira,0.49,0.15,0.27,0.21
302,ivan targino moreira,ana candida ferreira vieira,ivan targino moreira,ana candida ferreira vieira,0.12,0.19,0.12,0.19
303,jose augusto ribeiro da silveira,maria berthilde de barros lima e moura filha,jose augusto ribeiro da silveira,maria berthilde de barros lima e moura filha,0.25,0.33,0.25,0.33
304,jose augusto ribeiro da silveira,maria berthilde de barros lima e moura filha,marcio cotrim cunha,maria berthilde de barros lima e moura filha,0.24,0.26,0.31,0.26
305,jose augusto ribeiro da silveira,maria berthilde de barros lima e moura filha,jose augusto ribeiro da silveira,maria berthilde de barros lima e moura filha,0.5,0.38,0.5,0.38
306,marcio cotrim cunha,maria berthilde de barros lima e moura filha,marcio cotrim cunha,maria berthilde de barros lima e moura filha,0.5,0.48,0.5,0.48
307,marcio cotrim cunha,jose augusto ribeiro da silveira,marcio cotrim cunha,jose augusto ribeiro da silveira,0.38,0.48,0.38,0.48
308,aluisio braz de melo,solange maria leder,aluisio braz de melo,solange maria leder,0.47,0.15,0.47,0.15
309,angelina dias leao costa,solange maria leder,angelina dias leao costa,solange maria leder,0.47,0.1,0.47,0.1
310,heloisa helena pinho veloso,wenner glaucio lopes lucena,daniela priscila marchi salvador,dayane franco barros mangueira leite,0.22,0.34,0.27,0.47
311,marckson roberto ferreira de sousa,marcia veronica costa miranda,marckson roberto ferreira de sousa,marcia veronica costa miranda,0.21,0.14,0.21,0.14
312,izabel franca de lima,guilherme ataide dias,eliane bezerra paiva,izabel franca de lima,0.22,0.13,0.37,0.22
313,emeide nobrega duarte,marcia veronica costa miranda,emeide nobrega duarte,marcia veronica costa miranda,0.21,0.07,0.21,0.07
314,izabel franca de lima,guilherme ataide dias,isa maria freire,guilherme ataide dias,0.31,0.33,0.37,0.33
315,eliane bezerra paiva,guilherme ataide dias,eliane bezerra paiva,guilherme ataide dias,0.31,0.24,0.31,0.24
316,eliane bezerra paiva,izabel franca de lima,eliane bezerra paiva,izabel franca de lima,0.33,0.22,0.33,0.22
317,emeide nobrega duarte,isa maria freire,isa maria freire,marckson roberto ferreira de sousa,0.23,0.38,0.38,0.27
318,emeide nobrega duarte,edvaldo carvalho alves,eliane bezerra paiva,edvaldo carvalho alves,0.34,0.27,0.44,0.27
319,marcos antonio nicolau,marcel vieira barreto silva,marcos antonio nicolau,marcel vieira barreto silva,0.38,0.45,0.38,0.45
320,marcel vieira barreto silva,valdecir becker,luiz antonio mousinho magalhaes,marcel vieira barreto silva,0.44,0.22,0.38,0.44
321,marcos antonio nicolau,valdecir becker,luiz antonio mousinho magalhaes,marcos antonio nicolau,0.44,0.3,0.45,0.44
322,alisson vasconcelos de brito,jose marcilio filgueiras cruz,tiago maritan ugulino de araujo,liliane dos santos machado,0.17,0.19,0.44,0.36
323,claudia maria costa gomes,maria de fatima leite gomes,claudia maria costa gomes,aline maria batista machado,0.3,0.27,0.3,0.51
324,bernadete de lourdes figueiredo de almeida,maria de fatima leite gomes,bernadete de lourdes figueiredo de almeida,maria de fatima leite gomes,0.3,0.41,0.3,0.41
325,bernadete de lourdes figueiredo de almeida,aline maria batista machado,claudia maria costa gomes,aline maria batista machado,0.27,0.08,0.41,0.08
326,bernadete de lourdes figueiredo de almeida,maria de fatima leite gomes,bernadete de lourdes figueiredo de almeida,maria de fatima leite gomes,0.51,0.08,0.51,0.08
327,robson costa cordeiro,francisco de assis vale cavalcante filho,robson costa cordeiro,jorge adriano lubenow,0.42,0.02,0.42,0.36
328,anderson darc ferreira,miguel antonio do nascimento,anderson darc ferreira,miguel antonio do nascimento,0.42,0.15,0.42,0.15
329,anderson darc ferreira,jorge adriano lubenow,anderson darc ferreira,jorge adriano lubenow,0.33,0.3,0.33,0.3
330,anderson darc ferreira,bartolomeu leite da silva,anderson darc ferreira,bartolomeu leite da silva,0.36,0.3,0.36,0.3
331,roberto veras de oliveira,teresa cristina furtado matos,loreley gomes garcia,marcela zamboni lucena,0.32,0.31,0.4,0.4
332,roberto veras de oliveira,mauricio sarda de faria,anderson moebus retondar,roberto veras de oliveira,0.35,0.32,0.4,0.35
333,teresa cristina furtado matos,simone magalhaes brito,teresa cristina furtado matos,mauricio sarda de faria,0.47,0.19,0.47,0.44
334,anderson moebus retondar,mauricio sarda de faria,geovania da silva toscano,mauricio sarda de faria,0.31,0.53,0.51,0.53
335,roberto veras de oliveira,mauricio sarda de faria,teresa cristina furtado matos,mauricio sarda de faria,0.39,0.56,0.51,0.56
336,anderson moebus retondar,teresa cristina furtado matos,teresa cristina furtado matos,geovania da silva toscano,0.4,0.53,0.53,0.56
337,loreley gomes garcia,jose francisco de melo neto,anderson moebus retondar,mauricio sarda de faria,0.32,0.21,0.4,0.36
338,loreley gomes garcia,teresa cristina furtado matos,anderson moebus retondar,loreley gomes garcia,0.33,0.19,0.39,0.33
339,fabio mura,joao martinho braga de mendonca,fabio mura,mauro guilherme pinheiro koury,0.36,0.36,0.36,0.55
340,ednalva maciel neves,joao martinho braga de mendonca,ednalva maciel neves,joao martinho braga de mendonca,0.36,0.64,0.36,0.64
341,mauro guilherme pinheiro koury,pedro francisco guedes do nascimento,pedro francisco guedes do nascimento,maria patricia lopes goldfarb,0.26,0.28,0.28,0.41
342,mauro guilherme pinheiro koury,maria patricia lopes goldfarb,pedro francisco guedes do nascimento,maria patricia lopes goldfarb,0.31,0.44,0.49,0.44
343,monica lourdes franch gutierrez,pedro francisco guedes do nascimento,monica lourdes franch gutierrez,pedro francisco guedes do nascimento,0.31,0.31,0.31,0.31
344,joao martinho braga de mendonca,monica lourdes franch gutierrez,monica lourdes franch gutierrez,maria patricia lopes goldfarb,0.28,0.49,0.49,0.6
345,joao martinho braga de mendonca,monica lourdes franch gutierrez,monica lourdes franch gutierrez,pedro francisco guedes do nascimento,0.41,0.44,0.44,0.6
346,telma cristina delgado d fernandes,carla mary da silva oliveira,telma cristina delgado d fernandes,solange pereira da rocha,0.32,0.31,0.32,0.4
347,solange pereira da rocha,carla mary da silva oliveira,serioja rodrigues cordeiro mariano,carla mary da silva oliveira,0.38,0.49,0.47,0.49
348,elio chaves flores,gilvanildo oliveira avelino,elio chaves flores,carla mary da silva oliveira,0.32,0.45,0.32,0.55
349,serioja rodrigues cordeiro mariano,solange pereira da rocha,gilvanildo oliveira avelino,carla mary da silva oliveira,0.24,0.2,0.28,0.42
350,solange pereira da rocha,carla mary da silva oliveira,gilvanildo oliveira avelino,carla mary da silva oliveira,0.39,0.46,0.47,0.46
351,paulo giovani antonino nunes,carla mary da silva oliveira,gilvanildo oliveira avelino,serioja rodrigues cordeiro mariano,0.2,0.37,0.38,0.39
352,serioja rodrigues cordeiro mariano,solange pereira da rocha,gilvanildo oliveira avelino,serioja rodrigues cordeiro mariano,0.46,0.28,0.49,0.46
353,gilvanildo oliveira avelino,serioja rodrigues cordeiro mariano,paulo giovani antonino nunes,serioja rodrigues cordeiro mariano,0.34,0.46,0.42,0.46
354,valdiney veloso gouveia,carla alexandra da silva moita minervino,carmen walentina amorim gaudencio bezerra,fabiola de sousa braz aquino,0.34,0.24,0.38,0.47
355,liana clebia de morais pordeus,natanael antonio dos santos,nelson torro alves,natanael antonio dos santos,0.11,0.35,0.43,0.35
356,flavio freitas barbosa,natanael antonio dos santos,flavio freitas barbosa,natanael antonio dos santos,0.53,0.17,0.53,0.17
357,fabiola de sousa braz aquino,natanael antonio dos santos,josemberg moura de andrade,nelson torro alves,0.39,0.31,0.53,0.53
358,silvana carneiro maciel,anisio jose da silva araujo,ana raquel rosas torres,ana alayde werba saldanha pichelli,0.27,0.13,0.43,0.35
359,flavio freitas barbosa,natanael antonio dos santos,carlos eduardo pimentel,ana alayde werba saldanha pichelli,0.52,0.16,0.43,0.53
360,carlos eduardo pimentel,maria de fatima fernandes martins catao,carlos eduardo pimentel,ana raquel rosas torres,0.35,0.18,0.35,0.53
361,josemberg moura de andrade,valdiney veloso gouveia,josemberg moura de andrade,fabiola de sousa braz aquino,0.21,0.4,0.21,0.41
362,ana alayde werba saldanha pichelli,maria de fatima fernandes martins catao,valdiney veloso gouveia,silvana carneiro maciel,0.09,0.18,0.33,0.5
363,ana raquel rosas torres,silvana carneiro maciel,carlos eduardo pimentel,silvana carneiro maciel,0.21,0.36,0.3,0.36
364,ana raquel rosas torres,carmen walentina amorim gaudencio bezerra,carlos eduardo pimentel,natanael antonio dos santos,0.17,0.4,0.23,0.36
365,ana alayde werba saldanha pichelli,maria de fatima fernandes martins catao,carmen walentina amorim gaudencio bezerra,valdiney veloso gouveia,0.1,0.37,0.5,0.31
366,ana raquel rosas torres,carmen walentina amorim gaudencio bezerra,valdiney veloso gouveia,fabiola de sousa braz aquino,0.16,0.43,0.3,0.46
367,liana clebia de morais pordeus,carla alexandra da silva moita minervino,flavio freitas barbosa,carla alexandra da silva moita minervino,0.08,0.34,0.47,0.34
368,nelson torro alves,melyssa kellyane cavalcanti galdino,melyssa kellyane cavalcanti galdino,maria de fatima fernandes martins catao,0.17,0.28,0.28,0.39
369,nelson torro alves,melyssa kellyane cavalcanti galdino,melyssa kellyane cavalcanti galdino,maria de fatima fernandes martins catao,0.24,0.35,0.35,0.5
370,flavio freitas barbosa,patricia nunes da fonseca,anderson darc ferreira,anisio jose da silva araujo,0.39,0.44,0.99,0.41
371,thais augusta cunha de oliveira maximo,patricia nunes da fonseca,thais augusta cunha de oliveira maximo,marcia helena pontieri,0.55,0.22,0.55,0.63
372,anisio jose da silva araujo,paulo cesar zambroni de souza,maria de fatima fernandes martins catao,anisio jose da silva araujo,0.46,0.08,0.34,0.46
373,anisio jose da silva araujo,paulo cesar zambroni de souza,thais augusta cunha de oliveira maximo,anisio jose da silva araujo,0.33,-0.02,0.34,0.33
374,thais augusta cunha de oliveira maximo,paulo cesar zambroni de souza,thais augusta cunha de oliveira maximo,maria de fatima fernandes martins catao,0.46,0.13,0.46,0.33
375,antonio carlos ferreira pinheiro,maria do socorro nobrega queiroga,maria elizete guimaraes carvalho,antonio carlos ferreira pinheiro,0.38,0.26,0.39,0.38
376,antonio carlos ferreira pinheiro,ivonaldo neres leite,fabiana sena da silva,antonio carlos ferreira pinheiro,0.48,0.24,0.39,0.48
377,maria do socorro nobrega queiroga,maria lucia da silva nunes,maria elizete guimaraes carvalho,ivonaldo neres leite,0.4,0.19,0.48,0.43
378,fabiana sena da silva,jean carlo de carvalho costa,antonio carlos ferreira pinheiro,ivonaldo neres leite,0.26,0.15,0.4,0.5
379,antonio carlos ferreira pinheiro,ivonaldo neres leite,ivonaldo neres leite,jean carlo de carvalho costa,0.19,0.39,0.39,0.34
380,fabiana sena da silva,charliton jose dos santos machado,maria do socorro nobrega queiroga,maria lucia da silva nunes,0.11,0.26,0.4,0.39
381,fabiana sena da silva,jean carlo de carvalho costa,antonio carlos ferreira pinheiro,maria do socorro nobrega queiroga,0.27,0.2,0.43,0.5
382,maria do socorro nobrega queiroga,luciene chaves de aquino,maria elizete guimaraes carvalho,rose mary de souza araujo,0.29,0.23,0.3,0.29
383,maria elizete guimaraes carvalho,ivonaldo neres leite,maria lucia da silva nunes,rose mary de souza araujo,0.22,0.2,0.34,0.33
384,alexandre sergio silva,jose cazuza de farias junior,amilton da cruz santos,jose cazuza de farias junior,0.32,0.34,0.37,0.34
385,maria alves de azeredo,francisco jose pegado abilio,monica dias palitot,maria alves de azeredo,0.47,0.39,0.62,0.47
386,marineuma de oliveira costa cavalcanti,maria alves de azeredo,marineuma de oliveira costa cavalcanti,maria alves de azeredo,0.62,0.44,0.62,0.44
387,monica dias palitot,francisco jose pegado abilio,marineuma de oliveira costa cavalcanti,monica dias palitot,0.44,0.09,0.47,0.44
388,rose mary de souza araujo,ana claudia da silva rodrigues,maria eulina pessoa de carvalho,eladio jose de goes brennand,0.33,0.15,0.55,0.45
389,edineide jezini mesquita,lebiam tamar gomes silva,maria do socorro xavier batista,patricia nunes da fonseca,0.17,0.19,0.58,0.45
390,viviany silva araujo pessoa,eduardo antonio de pontes costa,viviany silva araujo pessoa,maria eulina pessoa de carvalho,0.58,0.41,0.58,0.38
391,ana dorziat barbosa de melo,lebiam tamar gomes silva,heleodorio honorato dos santos,jeronimo farias de alencar,0.43,0.5,0.5,0.4
392,edna gusmao de goes brennand,eduardo jorge lopes da silva,edna gusmao de goes brennand,fernando cezar bezerra de andrade,0.47,0.15,0.47,0.4
393,viviany silva araujo pessoa,fernando cezar bezerra de andrade,edna gusmao de goes brennand,eduardo antonio de pontes costa,0.27,0.23,0.38,0.5
394,maria eulina pessoa de carvalho,ana dorziat barbosa de melo,maria eulina pessoa de carvalho,ana dorziat barbosa de melo,0.47,0.61,0.47,0.61
395,ana dorziat barbosa de melo,eduardo antonio de pontes costa,edna gusmao de goes brennand,eduardo antonio de pontes costa,0.29,0.49,0.42,0.49
396,edna gusmao de goes brennand,eduardo antonio de pontes costa,maria eulina pessoa de carvalho,edna gusmao de goes brennand,0.61,0.41,0.39,0.61
397,viviany silva araujo pessoa,lebiam tamar gomes silva,eduardo antonio de pontes costa,erenildo joao carlos,0.3,0.41,0.54,0.44
398,edineide jezini mesquita,patricia nunes da fonseca,edineide jezini mesquita,erenildo joao carlos,0.49,0.33,0.49,0.44
399,viviany silva araujo pessoa,patricia nunes da fonseca,fernando cezar bezerra de andrade,patricia nunes da fonseca,0.47,0.57,0.54,0.57
400,edineide jezini mesquita,ana claudia da silva rodrigues,viviany silva araujo pessoa,eduardo antonio de pontes costa,0.25,0.23,0.45,0.57
401,maria eulina pessoa de carvalho,eduardo antonio de pontes costa,fernando cezar bezerra de andrade,lebiam tamar gomes silva,0.39,0.47,0.44,0.53
402,maria eulina pessoa de carvalho,erenildo joao carlos,fernando cezar bezerra de andrade,erenildo joao carlos,0.4,0.53,0.41,0.53
403,samir perrone de miranda,jose henrique artigas de godoy,samir perrone de miranda,henrique zeferino de menezes,0.3,0.17,0.3,0.33
404,james batista vieira,marcelo burgos pimentel dos santos,marcelo burgos pimentel dos santos,jose henrique artigas de godoy,0.47,0.3,0.3,0.53
405,samir perrone de miranda,xaman korai pinheiro minillo,augusto wagner menezes teixeira junior,jose henrique artigas de godoy,0.3,0.25,0.32,0.39
406,rodrigo freire de carvalho e silva,jose henrique artigas de godoy,marcos alan shaikhzadeh vahdat ferreira,jose henrique artigas de godoy,0.31,0.53,0.49,0.53
407,henrique zeferino de menezes,marcos alan shaikhzadeh vahdat ferreira,henrique zeferino de menezes,marcos alan shaikhzadeh vahdat ferreira,0.57,0.34,0.57,0.34
408,augusto wagner menezes teixeira junior,thiago lima da silva,augusto wagner menezes teixeira junior,xaman korai pinheiro minillo,0.57,0.32,0.57,0.4
409,henrique zeferino de menezes,thiago lima da silva,augusto wagner menezes teixeira junior,xaman korai pinheiro minillo,0.37,0.24,0.34,0.39
410,augusto wagner menezes teixeira junior,henry iure de paiva silva,henrique zeferino de menezes,xaman korai pinheiro minillo,0.27,0.18,0.32,0.42
411,deyve redyson melo dos santos,matheus da cruz e zica,deyve redyson melo dos santos,matheus da cruz e zica,0.35,0.24,0.35,0.24
