Trabalho, Avaliador 1, Avaliador 2, Avaliador 3, Avaliador 4, Similaridade 1, Similaridade 2, Similaridade 3, Similaridade 4
207,darlan alexandria fernandes,kleber carneiro de oliveira,cleonilson protasio de souza,euler cassio tavares de macedo,0.42,0.3,0.52,0.48
208,fabiano salvadori,yuri percy molina rodriguez,cicero da rocha souto,yuri percy molina rodriguez,0.42,0.6,0.55,0.6
209,fabricio braga soares de carvalho,nady rocha,darlan alexandria fernandes,euler cassio tavares de macedo,0.42,0.47,0.57,0.54
210,fabiano salvadori,kleber carneiro de oliveira,fabiano salvadori,yuri percy molina rodriguez,0.54,0.31,0.54,0.61
211,cleonilson protasio de souza,nady rocha,isaac soares de freitas,nady rocha,0.45,0.58,0.58,0.58
212,kleber carneiro de oliveira,romero leandro andersen,isaac soares de freitas,nady rocha,0.49,0.53,0.59,0.65
213,antonio augusto lisboa de souza,fabricio braga soares de carvalho,antonio augusto lisboa de souza,yuri percy molina rodriguez,0.52,0.41,0.52,0.6
214,darlan alexandria fernandes,fabricio braga soares de carvalho,darlan alexandria fernandes,romero leandro andersen,0.56,0.35,0.56,0.58
215,darlan alexandria fernandes,kleber carneiro de oliveira,fabiano salvadori,nady rocha,0.57,0.41,0.54,0.57
216,cleonilson protasio de souza,euler cassio tavares de macedo,fabricio braga soares de carvalho,kleber carneiro de oliveira,0.48,0.47,0.47,0.47
217,cicero da rocha souto,fabricio braga soares de carvalho,nady rocha,romero leandro andersen,0.46,0.41,0.58,0.6
218,antonio augusto lisboa de souza,nady rocha,cleonilson protasio de souza,isaac soares de freitas,0.41,0.48,0.53,0.55
219,cicero da rocha souto,euler cassio tavares de macedo,darlan alexandria fernandes,fabricio braga soares de carvalho,0.46,0.52,0.59,0.55
220,euler cassio tavares de macedo,fabiano salvadori,isaac soares de freitas,romero leandro andersen,0.49,0.47,0.52,0.59
221,cicero da rocha souto,romero leandro andersen,darlan alexandria fernandes,fabiano salvadori,0.46,0.59,0.65,0.58
222,cleonilson protasio de souza,fabiano salvadori,fabiano salvadori,kleber carneiro de oliveira,0.57,0.6,0.6,0.58
223,cleonilson protasio de souza,euler cassio tavares de macedo,cicero da rocha souto,kleber carneiro de oliveira,0.5,0.49,0.62,0.59
224,antonio augusto lisboa de souza,nady rocha,cleonilson protasio de souza,euler cassio tavares de macedo,0.33,0.29,0.5,0.54
225,darlan alexandria fernandes,romero leandro andersen,cicero da rocha souto,cleonilson protasio de souza,0.51,0.54,0.6,0.61
226,cristiane kelly ferreira da silva,gilberto augusto amado moreira,gilberto augusto amado moreira,jose mauricio alves de matos gurgel,-0.16,0.36,0.36,0.39
227,abel cavalcante lima filho,jose mauricio alves de matos gurgel,jose mauricio alves de matos gurgel,raimundo aprigio de menezes junior,0.19,0.41,0.41,0.4
228,gilberto augusto amado moreira,simplicio arnaud da silva,abel cavalcante lima filho,gilberto augusto amado moreira,0.04,-0.07,-0.16,0.04
229,cristiane kelly ferreira da silva,jose mauricio alves de matos gurgel,jose felix da silva neto,raimundo aprigio de menezes junior,0.04,0.29,0.41,0.42
230,abel cavalcante lima filho,jose felix da silva neto,cristiane kelly ferreira da silva,simplicio arnaud da silva,0.26,0.24,-0.11,0.36
231,abel cavalcante lima filho,gilberto augusto amado moreira,gilberto augusto amado moreira,simplicio arnaud da silva,0.24,0.41,0.41,0.38
232,cristiane kelly ferreira da silva,raimundo aprigio de menezes junior,carlos antonio cabral dos santos,raimundo aprigio de menezes junior,-0.06,0.53,0.41,0.53
233,jose mauricio alves de matos gurgel,simplicio arnaud da silva,gilberto augusto amado moreira,jose mauricio alves de matos gurgel,0.53,0.28,0.42,0.53
234,abel cavalcante lima filho,gilberto augusto amado moreira,jose felix da silva neto,jose mauricio alves de matos gurgel,0.34,0.36,0.38,0.39
235,raul rosenhaim,silvia layara floriani andersen,nataly albuquerque dos santos,silvia layara floriani andersen,0.34,0.49,0.55,0.49
236,nataly albuquerque dos santos,rennio felix de sena,nataly albuquerque dos santos,silvia layara floriani andersen,0.38,0.11,0.38,0.32
237,nataly albuquerque dos santos,silvia layara floriani andersen,fabiola dias da silva curbelo,mercia melo de almeida mota,0.41,0.43,0.43,0.42
238,rennio felix de sena,vivian stumpf madeira,alfredo ismael curbelo garnica,emerson freitas jaguaribe,0.29,0.38,0.45,0.43
239,fabiola dias da silva curbelo,raul rosenhaim,josilene de assis cavalcante,silvia layara floriani andersen,0.29,0.23,0.39,0.41
240,emerson freitas jaguaribe,silvia layara floriani andersen,nataly albuquerque dos santos,rennio felix de sena,0.46,0.47,0.59,0.5
241,josilene de assis cavalcante,nataly albuquerque dos santos,veruscka araujo silva,vivian stumpf madeira,0.31,0.56,0.54,0.54
242,genaro zenaide clericuzi,mercia melo de almeida mota,mercia melo de almeida mota,veruscka araujo silva,0.39,0.42,0.42,0.5
243,emerson freitas jaguaribe,veruscka araujo silva,mercia melo de almeida mota,veruscka araujo silva,0.29,0.44,0.43,0.44
244,fabiola dias da silva curbelo,josilene de assis cavalcante,josilene de assis cavalcante,vivian stumpf madeira,0.4,0.43,0.43,0.45
245,alfredo ismael curbelo garnica,veruscka araujo silva,joelma morais ferreira,silvia layara floriani andersen,0.34,0.41,0.52,0.49
246,emerson freitas jaguaribe,joelma morais ferreira,alfredo ismael curbelo garnica,joelma morais ferreira,0.41,0.59,0.55,0.59
247,alfredo ismael curbelo garnica,sharline florentino de melo santos,rennio felix de sena,sharline florentino de melo santos,0.34,0.43,0.61,0.43
248,alfredo ismael curbelo garnica,silvia layara floriani andersen,raul rosenhaim,vivian stumpf madeira,0.45,0.42,0.61,0.53
249,josilene de assis cavalcante,raul rosenhaim,raul rosenhaim,veruscka araujo silva,0.36,0.43,0.43,0.44
250,emerson freitas jaguaribe,vivian stumpf madeira,alfredo ismael curbelo garnica,genaro zenaide clericuzi,0.37,0.4,0.49,0.41
251,fabiola dias da silva curbelo,raul rosenhaim,emerson freitas jaguaribe,nataly albuquerque dos santos,0.41,0.37,0.43,0.49
252,fabiola dias da silva curbelo,nataly albuquerque dos santos,joelma morais ferreira,josilene de assis cavalcante,0.26,0.41,0.54,0.5
253,josilene de assis cavalcante,veruscka araujo silva,emerson freitas jaguaribe,rennio felix de sena,0.28,0.19,0.37,0.37
254,alfredo ismael curbelo garnica,rennio felix de sena,joelma morais ferreira,rennio felix de sena,0.46,0.53,0.54,0.53
255,claudia coutinho nobrega,gilson barbosa athayde junior,carmem lucia moreira gadelha,tarciso cabral da silva,0.22,0.43,0.47,0.44
256,elisangela maria rodrigues rocha,gilson barbosa athayde junior,adriano rolim da paz,tarciso cabral da silva,0.34,0.44,0.47,0.5
257,elisangela maria rodrigues rocha,gilson barbosa athayde junior,gilson barbosa athayde junior,tarciso cabral da silva,0.23,0.3,0.3,0.3
258,gilson barbosa athayde junior,tarciso cabral da silva,adriano rolim da paz,leonardo vieira soares,0.29,0.3,0.37,0.38
259,adriano rolim da paz,leonardo vieira soares,leonardo vieira soares,tarciso cabral da silva,0.35,0.44,0.44,0.34
260,claudia coutinho nobrega,elisangela maria rodrigues rocha,adriano rolim da paz,carmem lucia moreira gadelha,0.3,0.32,0.43,0.44
261,adriano rolim da paz,elisangela maria rodrigues rocha,claudia coutinho nobrega,elisangela maria rodrigues rocha,0.22,0.44,0.29,0.44
262,adriano rolim da paz,leonardo vieira soares,elisangela maria rodrigues rocha,gilson barbosa athayde junior,0.26,0.18,0.34,0.34
263,adriano rolim da paz,leonardo vieira soares,adriano rolim da paz,carmem lucia moreira gadelha,0.44,0.16,0.44,0.5
264,luiz bueno da silva,luiz moreira coelho junior,claudia fabiana gohr,maria de lourdes barreto gomes,0.34,0.19,0.4,0.44
265,luiz bueno da silva,monica carvalho,anand subramanian,maria de lourdes barreto gomes,0.21,0.28,0.4,0.33
266,anand subramanian,luiz moreira coelho junior,maria de lourdes barreto gomes,maria silene alexandre leite,0.31,0.3,0.32,0.45
267,claudia fabiana gohr,luiz moreira coelho junior,anand subramanian,luiz moreira coelho junior,0.26,0.3,0.3,0.3
268,luciano costa santos,luiz moreira coelho junior,anand subramanian,maria de lourdes barreto gomes,0.11,0.2,0.34,0.35
269,luciano costa santos,monica carvalho,maria silene alexandre leite,monica carvalho,0.3,0.43,0.33,0.43
270,anand subramanian,luiz bueno da silva,luciano costa santos,luiz bueno da silva,0.13,0.35,0.21,0.35
271,anand subramanian,maria silene alexandre leite,anand subramanian,monica carvalho,0.44,0.39,0.44,0.41
272,luciano costa santos,maria de lourdes barreto gomes,luciano costa santos,monica carvalho,0.45,0.39,0.45,0.41
273,anand subramanian,luiz bueno da silva,luiz moreira coelho junior,maria silene alexandre leite,0.19,0.17,0.43,0.41
274,hugo leonardo davi de souza cavalcante,mailson monteiro do rego,ricardo almeida de melo,carlos xavier de azevedo netto,0.2,0.24,0.56,0.36
275,iaponira cortez costa de oliveira,rilva lopes de sousa munoz,aristides medeiros leite,zailton bezerra de lima junior,0.34,0.47,0.61,0.55
276,jacicarlos lima de alencar,valderez araujo de lima ramos,esther bastos palitot,gualter lisboa ramalho,0.28,0.5,0.52,0.5
277,gilka paiva oliveira costa,maurus marques de almeida holanda,rilva lopes de sousa munoz,zailton bezerra de lima junior,0.42,0.32,0.47,0.46
278,leina yukari etto,maurus marques de almeida holanda,esther bastos palitot,gilka paiva oliveira costa,0.38,0.46,0.51,0.54
279,darlene camati persuhn,jacicarlos lima de alencar,alessandra sousa braz caldas de andrade,eduardo henrique de moura ramos,0.34,0.38,0.46,0.39
280,iaponira cortez costa de oliveira,valderez araujo de lima ramos,alessandra sousa braz caldas de andrade,rilva lopes de sousa munoz,0.27,0.32,0.61,0.55
281,eduardo henrique de moura ramos,gualter lisboa ramalho,eduardo sergio soares sousa,jacicarlos lima de alencar,0.14,0.36,0.94,0.39
282,eduardo sergio soares sousa,gualter lisboa ramalho,flavia cristina fernandes pimenta,leina yukari etto,0.16,0.35,0.53,0.44
283,angela de siqueira figueiredo,gilka paiva oliveira costa,claudio sergio medeiros paiva,jacicarlos lima de alencar,0.34,0.32,0.94,0.38
284,eduardo henrique de moura ramos,jacicarlos lima de alencar,severino aires de araujo neto,zailton bezerra de lima junior,0.37,0.29,0.47,0.48
285,aristides medeiros leite,leina yukari etto,gilka paiva oliveira costa,gualter lisboa ramalho,0.4,0.31,0.54,0.5
286,esther bastos palitot,maurus marques de almeida holanda,andre telis de vilela araujo,flavia cristina fernandes pimenta,0.42,0.52,0.49,0.5
287,claudio sergio medeiros paiva,valderez araujo de lima ramos,eutilia andrade medeiros freire,valderez araujo de lima ramos,0.18,0.55,0.45,0.55
288,claudio sergio medeiros paiva,eutilia andrade medeiros freire,eduardo henrique de moura ramos,severino aires de araujo neto,0.24,0.5,0.53,0.49
289,angela de siqueira figueiredo,zailton bezerra de lima junior,aristides medeiros leite,valderez araujo de lima ramos,0.36,0.33,0.54,0.47
290,eduardo sergio soares sousa,severino aires de araujo neto,eutilia andrade medeiros freire,marilia gabriela dos santos cavalcanti,0.21,0.37,0.54,0.63
291,andre telis de vilela araujo,iaponira cortez costa de oliveira,andre telis de vilela araujo,esther bastos palitot,0.54,0.42,0.54,0.47
292,darlene camati persuhn,eutilia andrade medeiros freire,jacicarlos lima de alencar,marilia gabriela dos santos cavalcanti,0.28,0.35,0.39,0.46
293,alessandra sousa braz caldas de andrade,flavia cristina fernandes pimenta,marilia gabriela dos santos cavalcanti,severino aires de araujo neto,0.43,0.31,0.54,0.44
294,andre telis de vilela araujo,rilva lopes de sousa munoz,eutilia andrade medeiros freire,gilka paiva oliveira costa,0.39,0.31,0.42,0.46
295,angela de siqueira figueiredo,eutilia andrade medeiros freire,eutilia andrade medeiros freire,zailton bezerra de lima junior,0.33,0.5,0.5,0.52
296,andre telis de vilela araujo,rilva lopes de sousa munoz,alessandra sousa braz caldas de andrade,jacicarlos lima de alencar,0.32,0.37,0.45,0.44
297,darlene camati persuhn,iaponira cortez costa de oliveira,claudio sergio medeiros paiva,iaponira cortez costa de oliveira,0.18,0.44,0.39,0.44
298,eutilia andrade medeiros freire,lucio roberto cancado castellano,rilva lopes de sousa munoz,severino aires de araujo neto,0.37,0.42,0.51,0.5
299,marilia gabriela dos santos cavalcanti,zailton bezerra de lima junior,eduardo henrique de moura ramos,leina yukari etto,0.27,0.32,0.42,0.42
300,gilka paiva oliveira costa,valderez araujo de lima ramos,gilka paiva oliveira costa,maurus marques de almeida holanda,0.63,0.49,0.63,0.58
301,gualter lisboa ramalho,leina yukari etto,aristides medeiros leite,rilva lopes de sousa munoz,0.35,0.4,0.55,0.53
302,alessandra sousa braz caldas de andrade,zailton bezerra de lima junior,marilia gabriela dos santos cavalcanti,valderez araujo de lima ramos,0.5,0.35,0.58,0.53
303,alessandra sousa braz caldas de andrade,gualter lisboa ramalho,leina yukari etto,maurus marques de almeida holanda,0.45,0.27,0.51,0.53
304,andre telis de vilela araujo,maurus marques de almeida holanda,andre telis de vilela araujo,eduardo sergio soares sousa,0.44,0.43,0.44,0.39
305,claudio sergio medeiros paiva,jacicarlos lima de alencar,andre telis de vilela araujo,aristides medeiros leite,0.33,0.3,0.5,0.55
306,darlene camati persuhn,leina yukari etto,esther bastos palitot,leina yukari etto,0.4,0.5,0.47,0.5
307,eduardo henrique de moura ramos,lucio roberto cancado castellano,flavia cristina fernandes pimenta,maurus marques de almeida holanda,0.31,0.31,0.49,0.52
308,angela de siqueira figueiredo,gilka paiva oliveira costa,flavia cristina fernandes pimenta,maurus marques de almeida holanda,0.28,0.4,0.55,0.53
309,eduardo sergio soares sousa,rilva lopes de sousa munoz,alessandra sousa braz caldas de andrade,gualter lisboa ramalho,0.28,0.42,0.55,0.52
310,maria sueli marques soares,rosangela marques duarte,andrea gadelha ribeiro targino,rosangela marques duarte,0.35,0.57,0.52,0.57
311,ana karina maciel de andrade,roberta moreira franca,maria sueli marques soares,thiago farias rocha lima,0.36,0.13,0.44,0.45
312,dayane franco barros mangueira leite,maria sueli marques soares,fabio luiz cunha dassuncao,patricia moreira rabello,0.37,0.29,0.53,0.55
313,fabio luiz cunha dassuncao,thiago farias rocha lima,andrea sarmento queiroga,eloisa lorenzo de azevedo ghersel,0.42,0.28,0.49,0.63
314,lucio roberto cancado castellano,rosangela marques duarte,rosangela marques duarte,rosenes lima dos santos,0.47,0.46,0.46,0.53
315,andrea sarmento queiroga,robinsom viegas montenegro,ana karina maciel de andrade,andressa feitosa bezerra de oliveira,0.19,0.42,0.52,0.54
316,franklin delano soares forte,sabrina garcia de aquino,fabio correia sampaio,wilton wilney nascimento padilha,0.3,0.29,0.45,0.49
317,andre ulisses dantas batista,rosenes lima dos santos,ana karina maciel de andrade,rosangela marques duarte,0.38,0.28,0.48,0.57
318,andre ulisses dantas batista,ricardo dias de castro,maria sueli marques soares,thiago farias rocha lima,0.33,0.36,0.6,0.54
319,fabio luiz cunha dassuncao,sonia saeger meireles monte raso,luciane queiroz mota de lima,patricia moreira rabello,0.37,0.26,0.45,0.55
320,dayane franco barros mangueira leite,roberta moreira franca,andre ulisses dantas batista,patricia moreira rabello,0.15,0.12,0.51,0.4
321,heloisa helena pinho veloso,sonia saeger meireles monte raso,ricardo dias de castro,sabrina garcia de aquino,0.21,0.23,0.51,0.44
322,andressa feitosa bezerra de oliveira,rosenes lima dos santos,fabio luiz cunha dassuncao,luciane queiroz mota de lima,0.25,-0.02,0.47,0.55
323,andre ulisses dantas batista,rosangela marques duarte,andre ulisses dantas batista,wilton wilney nascimento padilha,0.63,0.13,0.63,0.56
324,franklin delano soares forte,robinsom viegas montenegro,andrea sarmento queiroga,wilton wilney nascimento padilha,0.33,0.07,0.45,0.5
325,eloisa lorenzo de azevedo ghersel,fabio luiz cunha dassuncao,rosenes lima dos santos,thiago farias rocha lima,0.22,0.19,0.49,0.52
326,dayane franco barros mangueira leite,maria sueli marques soares,dayane franco barros mangueira leite,talitha rodrigues ribeiro fernandes pessoa,0.47,0.05,0.47,0.45
327,andre ulisses dantas batista,ricardo dias de castro,andre ulisses dantas batista,bianca marques santiago,0.53,0.34,0.53,0.52
328,andrea sarmento queiroga,rosenes lima dos santos,ana maria gondim valenca,talitha rodrigues ribeiro fernandes pessoa,0.3,0.27,0.49,0.56
329,andressa feitosa bezerra de oliveira,talitha rodrigues ribeiro fernandes pessoa,robinsom viegas montenegro,rosenes lima dos santos,0.43,0.11,0.43,0.56
330,andrea gadelha ribeiro targino,patricia moreira rabello,fabio luiz cunha dassuncao,patricia moreira rabello,0.31,0.36,0.4,0.36
331,dayane franco barros mangueira leite,roberta moreira franca,bianca marques santiago,dayane franco barros mangueira leite,0.55,0.31,0.45,0.55
332,juliana alves vale,roberto sassi,dayane franco barros mangueira leite,ricardo dias de castro,0.4,0.3,0.48,0.5
333,franklin delano soares forte,talitha rodrigues ribeiro fernandes pessoa,andressa feitosa bezerra de oliveira,sonia saeger meireles monte raso,0.25,0.27,0.6,0.45
334,andrea gadelha ribeiro targino,thiago farias rocha lima,bianca marques santiago,heloisa helena pinho veloso,0.27,0.13,0.45,0.36
335,fabio correia sampaio,sonia saeger meireles monte raso,andre ulisses dantas batista,bianca marques santiago,0.2,0.35,0.55,0.55
336,andressa feitosa bezerra de oliveira,heloisa helena pinho veloso,ana maria gondim valenca,rosangela marques duarte,0.35,0.26,0.38,0.43
337,fabio luiz cunha dassuncao,heloisa helena pinho veloso,sabrina garcia de aquino,wilton wilney nascimento padilha,0.15,0.25,0.5,0.57
338,germana coeli de farias sales,rosangela marques duarte,ana maria gondim valenca,talitha rodrigues ribeiro fernandes pessoa,0.16,0.1,0.42,0.44
339,andrea sarmento queiroga,sonia saeger meireles monte raso,ana karina maciel de andrade,rosenes lima dos santos,0.13,0.3,0.49,0.52
340,franklin delano soares forte,ricardo dias de castro,ana karina maciel de andrade,andressa feitosa bezerra de oliveira,0.18,0.26,0.57,0.57
341,andrea gadelha ribeiro targino,talitha rodrigues ribeiro fernandes pessoa,germana coeli de farias sales,robinsom viegas montenegro,0.42,0.15,0.56,0.52
342,bianca marques santiago,robinsom viegas montenegro,dayane franco barros mangueira leite,ricardo dias de castro,0.14,0.31,0.44,0.5
343,ana karina maciel de andrade,luciane queiroz mota de lima,fabio correia sampaio,maria sueli marques soares,0.36,0.31,0.46,0.45
344,ana karina maciel de andrade,roberta moreira franca,franklin delano soares forte,roberta moreira franca,0.1,0.44,0.56,0.44
345,andrea gadelha ribeiro targino,rosenes lima dos santos,andressa feitosa bezerra de oliveira,fabio correia sampaio,0.46,0.41,0.54,0.52
346,andrea sarmento queiroga,maria sueli marques soares,eloisa lorenzo de azevedo ghersel,fabio luiz cunha dassuncao,0.33,0.27,0.44,0.44
347,andressa feitosa bezerra de oliveira,robinsom viegas montenegro,fabio correia sampaio,ricardo dias de castro,0.45,0.36,0.44,0.57
348,ana karina maciel de andrade,heloisa helena pinho veloso,ana maria gondim valenca,eloisa lorenzo de azevedo ghersel,0.21,0.27,0.49,0.56
349,kristerson reinaldo de luna freire,maria de fatima vanderlei de souza,ionaldo jose lima diniz basilio,marcelo sobral da silva,0.45,0.5,0.49,0.59
350,hemerson iury ferreira magalhaes,kristerson reinaldo de luna freire,maria de fatima vanderlei de souza,vicente carlos de oliveira costa,0.25,0.41,0.64,0.5
351,barbara viviana de oliveira santos,maria de fatima vanderlei de souza,leonia maria batista,margareth de fatima formiga melo diniz,0.36,0.26,0.52,0.64
352,kristerson reinaldo de luna freire,marcelo sobral da silva,barbara viviana de oliveira santos,margareth de fatima formiga melo diniz,0.4,0.43,0.51,0.46
353,hemerson iury ferreira magalhaes,marcelo sobral da silva,kristerson reinaldo de luna freire,leonia maria batista,0.27,0.39,0.49,0.42
354,damiao pergentino de sousa,josean fechine tavares,barbara viviana de oliveira santos,kristerson reinaldo de luna freire,0.39,0.26,0.47,0.37
355,jose maria barbosa filho,maria de fatima vanderlei de souza,elisangela afonso de moura mendonca,iolanda beserra da costa santos,0.1,0.14,0.32,0.27
356,damiao pergentino de sousa,jose maria barbosa filho,iolanda beserra da costa santos,kristerson reinaldo de luna freire,0.38,0.29,0.41,0.38
357,angela amorim de araujo,maria bernadete de sousa costa,hemerson iury ferreira magalhaes,marcelo sobral da silva,0.36,0.24,0.41,0.4
358,elisangela afonso de moura mendonca,vicente carlos de oliveira costa,barbara viviana de oliveira santos,vicente carlos de oliveira costa,0.24,0.4,0.49,0.4
359,caliandra maria bezerra luna lima,hemerson iury ferreira magalhaes,leonia maria batista,margareth de fatima formiga melo diniz,0.63,0.22,0.63,0.51
360,caliandra maria bezerra luna lima,vicente carlos de oliveira costa,damiao pergentino de sousa,margareth de fatima formiga melo diniz,0.39,0.13,0.37,0.35
361,isac almeida de medeiros,hemerson iury ferreira magalhaes,marcelo sobral da silva,maria de fatima vanderlei de souza,0.31,0.29,0.79,0.66
362,barbara viviana de oliveira santos,iolanda beserra da costa santos,jose maria barbosa filho,vicente carlos de oliveira costa,0.57,0.36,0.59,0.57
363,isac almeida de medeiros,iolanda beserra da costa santos,damiao pergentino de sousa,elisangela afonso de moura mendonca,0.49,0.21,0.49,0.37
364,damiao pergentino de sousa,margareth de fatima formiga melo diniz,damiao pergentino de sousa,josean fechine tavares,0.43,0.39,0.43,0.44
365,iolanda beserra da costa santos,leonia maria batista,josean fechine tavares,vicente carlos de oliveira costa,0.25,0.42,0.54,0.45
366,barbara viviana de oliveira santos,ionaldo jose lima diniz basilio,jose maria barbosa filho,maria de fatima vanderlei de souza,0.59,0.4,0.79,0.67
367,caliandra maria bezerra luna lima,marcelo sobral da silva,josean fechine tavares,leonia maria batista,0.64,0.42,0.42,0.39
368,isac almeida de medeiros,vicente carlos de oliveira costa,damiao pergentino de sousa,elisangela afonso de moura mendonca,0.35,0.25,0.46,0.4
369,caliandra maria bezerra luna lima,marcelo sobral da silva,barbara viviana de oliveira santos,josean fechine tavares,0.26,0.57,0.64,0.59
370,isac almeida de medeiros,jose maria barbosa filho,jose maria barbosa filho,marcelo sobral da silva,0.34,0.66,0.66,0.67
371,jose maria barbosa filho,maria de fatima vanderlei de souza,jose maria barbosa filho,maria de fatima vanderlei de souza,0.56,0.54,0.56,0.54
372,angela amorim de araujo,maria adelaide silva paredes moreira,neusa collet,valeria peixoto bezerra,0.3,0.51,0.58,0.48
373,joao euclides fernandes braga,maria miriam lima da nobrega,edilene araujo monteiro,marta miriam lopes costa cunha,0.28,0.39,0.47,0.56
374,francileide de araujo rodrigues,josilene de melo buriti vasconcelos,cizone maria carneiro acioly,jacira dos santos oliveira,0.32,0.4,0.51,0.54
375,edilene araujo monteiro,maria de lourdes de farias pontes,angela amorim de araujo,maria emilia limeira lopes,0.26,0.35,0.51,0.52
376,katia neyla de freitas macedo,mirian alves da silva,ana claudia torres de medeiros,maria adelaide silva paredes moreira,0.4,0.43,0.47,0.46
377,joao euclides fernandes braga,sandra aparecida de almeida,altamira pereira da silva reichert,maria emilia limeira lopes,0.39,0.35,0.5,0.52
378,joao euclides fernandes braga,sandra aparecida de almeida,lenilde duarte de sa,maria miriam lima da nobrega,0.37,0.44,0.48,0.47
379,francileide de araujo rodrigues,sandra aparecida de almeida,angela amorim de araujo,katia neyla de freitas macedo,0.32,0.34,0.54,0.57
380,katia neyla de freitas macedo,maria de lourdes de farias pontes,jacira dos santos oliveira,katia neyla de freitas macedo,0.51,0.38,0.45,0.51
381,maria adelaide silva paredes moreira,maria emilia limeira lopes,jacira dos santos oliveira,maria de lourdes de farias pontes,0.37,0.33,0.5,0.52
382,iolanda beserra da costa santos,sandra aparecida de almeida,maria das gracas melo fernandes,simone helena dos santos oliveira,0.38,0.31,0.58,0.48
383,katia neyla de freitas macedo,marta miriam lopes costa cunha,maria bernadete de sousa costa,maria julia guimaraes oliveira soares,0.45,0.58,0.55,0.58
384,angela amorim de araujo,maria bernadete de sousa costa,maria julia guimaraes oliveira soares,marta miriam lopes costa cunha,0.51,0.45,0.57,0.62
385,ana claudia torres de medeiros,maria miriam lima da nobrega,neusa collet,sandra aparecida de almeida,0.33,0.37,0.48,0.48
386,maria emilia limeira lopes,patricia serpa de souza batista,maria das gracas melo fernandes,patricia serpa de souza batista,0.44,0.54,0.59,0.54
387,francileide de araujo rodrigues,maria emilia limeira lopes,josilene de melo buriti vasconcelos,maria julia guimaraes oliveira soares,0.17,0.43,0.55,0.47
388,cizone maria carneiro acioly,maria emilia limeira lopes,jordana de almeida nogueira,maria adelaide silva paredes moreira,0.28,0.49,0.58,0.59
389,altamira pereira da silva reichert,maria julia guimaraes oliveira soares,joao euclides fernandes braga,maria das gracas melo fernandes,0.29,0.49,0.52,0.54
390,edilene araujo monteiro,waglania de mendonca faustino e freitas,josilene de melo buriti vasconcelos,maria emilia limeira lopes,0.28,0.17,0.51,0.63
391,altamira pereira da silva reichert,valeria peixoto bezerra,francileide de araujo rodrigues,maria eliane moreira freire,0.43,0.29,0.52,0.63
392,jordana de almeida nogueira,maria das gracas melo fernandes,josilene de melo buriti vasconcelos,katia neyla de freitas macedo,0.48,0.51,0.58,0.57
393,greicy kelly gouveia dias bittencourt,maria eliane moreira freire,marta miriam lopes costa cunha,mirian alves da silva,0.23,0.23,0.54,0.47
394,jacira dos santos oliveira,maria bernadete de sousa costa,greicy kelly gouveia dias bittencourt,patricia serpa de souza batista,0.3,0.37,0.47,0.44
395,edilene araujo monteiro,maria adelaide silva paredes moreira,ana claudia torres de medeiros,katia neyla de freitas macedo,0.33,0.42,0.56,0.62
396,cizone maria carneiro acioly,maria de lourdes de farias pontes,josilene de melo buriti vasconcelos,mirian alves da silva,0.35,0.42,0.58,0.59
397,francileide de araujo rodrigues,maria miriam lima da nobrega,maria julia guimaraes oliveira soares,marta miriam lopes costa cunha,0.29,0.35,0.5,0.59
398,joao euclides fernandes braga,simone helena dos santos oliveira,altamira pereira da silva reichert,maria emilia limeira lopes,0.36,0.28,0.58,0.52
399,katia neyla de freitas macedo,maria de lourdes de farias pontes,jacira dos santos oliveira,maria adelaide silva paredes moreira,0.41,0.37,0.52,0.54
400,cizone maria carneiro acioly,lenilde duarte de sa,maria adelaide silva paredes moreira,waglania de mendonca faustino e freitas,0.19,0.48,0.53,0.42
401,angela amorim de araujo,maria adelaide silva paredes moreira,jordana de almeida nogueira,sandra aparecida de almeida,0.38,0.48,0.48,0.47
402,altamira pereira da silva reichert,maria miriam lima da nobrega,angela amorim de araujo,maria eliane moreira freire,0.33,0.33,0.44,0.45
403,cizone maria carneiro acioly,maria bernadete de sousa costa,altamira pereira da silva reichert,maria das gracas melo fernandes,0.26,0.35,0.48,0.45
404,altamira pereira da silva reichert,neusa collet,altamira pereira da silva reichert,sandra aparecida de almeida,0.43,0.34,0.43,0.42
405,flavia emilia leite de lima ferreira,jailane de souza aquino,jailane de souza aquino,rita de cassia ramos do egypto queiroga,0.12,0.33,0.33,0.35
406,flavia emilia leite de lima ferreira,maria da conceicao rodrigues goncalves,jailane de souza aquino,rita de cassia ramos do egypto queiroga,0.14,0.06,0.31,0.45
407,maria jose de carvalho costa,rita de cassia ramos do egypto queiroga,jailane de souza aquino,rita de cassia ramos do egypto queiroga,0.19,0.4,0.3,0.4
408,evandro leite de souza,maria da conceicao rodrigues goncalves,maria da conceicao rodrigues goncalves,maria jose de carvalho costa,0.19,0.35,0.35,0.34
409,maria da conceicao rodrigues goncalves,maria jose de carvalho costa,evandro leite de souza,maria da conceicao rodrigues goncalves,0.33,0.22,0.33,0.33
410,evandro leite de souza,maria jose de carvalho costa,evandro leite de souza,rita de cassia ramos do egypto queiroga,0.31,0.27,0.31,0.48
411,flavia emilia leite de lima ferreira,jailane de souza aquino,flavia emilia leite de lima ferreira,maria jose de carvalho costa,0.35,0.33,0.35,0.35
